"id","title","abstract","included"
1275,"Outbreaks of avian influenza H6N2 viruses in chickens arose by a reassortment of H6N8 and H9N2 ostrich viruses","The first recorded outbreak of avian influenza (AI) in South African chickens (low pathogenicity H6N2) occurred at Camperdown, KwaZulu/Natal Province (KZN) in June 2002. To determine the source of the outbreak, we defined the phylogenetic relationships between various H6N2 isolates, and the previously unpublished gene sequences of an H6N8 virus isolated in 1998 from ostriches in the Leeu Gamka region (A/Ostrich/South Africa/KK98/98). We demonstrated that two distinct genetic H6N2 lineages (sub-lineages I and II) circulated in the Camperdown area, which later spread to other regions. Sub-lineages I and II shared a recent common H6N2 ancestor, which arose from a reassortment event between two South African ostrich isolates A/Ostrich/South Africa/9508103/95 and (H9N2) A/Ostrich/South Africa/KK98/98 (H6N8). Furthermore, the H6N2 sub-lineage I viruses had several molecular genetic markers including a 22-amino acid stalk deletion in the neuraminidase (NA) protein gene, a predicted increased N-glycosylation, and a D144 mutation of the HA protein gene, all of which are associated with the adaptation of AI viruses to chickens. The H6N2 NS1 and PB1 genes shared recent common ancestors with those of contemporary Asian HPAI H5N1 viruses. Our results suggest that ostriches are potential mixing vessels for avian influenza viruses (AIV) outbreak strains and support other reports that H6 viruses are capable of forming stable lineages in chickens. Â© 2006 Springer Science+Business Media, LLC.",0
1983,"Phylogenetic analysis of low-pathogenicity avian influenza H6N2 viruses from chicken outbreaks (2001-2005) suggest that they are reassortants of historic ostrich low-pathogenicity avian influenza H9N2 and H6N8 viruses","Low-pathogenicity (LPAI) and high-pathogenicity (HPAI) avian influenza viruses are periodically isolated from South African ostriches, but during 2002 the first recorded outbreak of LPAI (H6N2) in South African chickens occurred on commercial farms in the Camperdown area of KwaZulu/Natal (KZN) Province. Sequence analysis of all eight genes were performed and phylogenetic analysis was done based on the hemagglutinin and neuraminidasc sequences. Results from phylogenetic analyses indicated that the H6N2 chicken viruses most likely arose from a reassortment between two South African LPAI ostrich isolates: an H9N2 virus isolated in 1995 and an H6N8 virus isolated in 1998. Two cocirculating sublineages of H6N2 viruses were detected, both sharing a recent common ancestor. One of these sublineages was restricted to the KZN province. The neuraminidase gene contained a 22-amino acid deletion in the NA-stalk region, which is associated with adaptation to growth in chickens, whereas the other group, although lacking the NA-stalk deletion, spread to commercial farms in other provinces. The persistence of particular H6N2 types in some regions for at least 2 yr supports reports from Asia and southern California suggesting that H6N2 viruses can form stable lineages in chickens. It is probable that the ostrich H6N8 and H9N2 progenitors of the chicken H6N2 viruses were introduced to ostriches by wild birds. Ostriches, in which AI infections are often subclinical, may serve as mixing vessels for LPAI strains that occasionally spill over into other poultry.",0
2998,"Full genomic sequence of an African avian paramyxovirus type 4 strain isolated from a wild duck","A random amplification/deep sequencing approach was applied to determine the complete genomic sequence of an Avian Paramyxovirus Type 4 (APMV-4) strain isolated from a wild duck in South Africa in 2010. This sequence represents the fourth full genome of APMV-4 in public sequence databases and the first for the African continent. A total of 87,402,081 Illumina paired-end reads were obtained of which 47,338,867 (54.16 %) mapped to the reference genome EU877976. The entire genomic sequence of 15,054 nt, including the intact termini, was recovered at a high redundancy (coverage per base: average = 198,861.06, minimum = 52 and maximum = 1,790,889). Pairwise comparison of full genomic nucleotide sequences indicated that APMV-4/Egyptian goose/South Africa/N1468/10 shared 97.3 % sequence identity with APMV-4/KR/YJ/06, 96.4 % sequence identity with APMV-4/mallard/Belgium/15129/07 and 90.8 % nucleotide sequence identity with APMV-4/duck/HK/D3/75. Genomic features were consistent with previously sequenced viruses including predicted open reading frames for the NP, P, F and L genes, but variations in coding regions for the M and HN genes were identified. The sequencing approach adopted in this study could successfully indicate quasispecies in the viral stock.",0
1170,"Characterization of pigeon paramyxoviruses (Newcastle disease virus) isolated in South Africa from 2001 to 2006","Pigeon paramyxovirus type 1 (PPMV-1), a variant of Newcastle disease virus that primarily affects doves and pigeons has been isolated in South Africa since the mid-1980s. Phylogenetic evidence indicates that pigeon paramyxovirus type 1 viruses were introduced into South Africa on multiple occasions, based on the presence of two separate lineages, 4bi and 4bii, that have been circulating in Europe and the Far East since the early 1990s. During 2006, a PPMV-1 virus was isolated from an African ground hornbill (Bucorvus leadbeateri) which became acutely infected with PPMV-1 and died, probably after scavenging off infected dove carcasses in the region, since a closely-related PPMV-1 strain was also isolated from doves collected nearby. The hornbill isolate had ICPI and MDT values characteristic of PPMV-1 strains. The threat of PPMV-1 to poultry production and biodiversity in southern Africa highlights the importance of monitoring the spread of this strain.",0
1935,"Characterisation of a highly pathogenic influenza A virus of subtype H5N2 isolated from ostriches in South Africa in 2004","Objectives: The HPAI H5N2 strain that caused an outbreak in ostriches of the Eastern Cape Province, South Africa in 2004 was characterized. Design: Haemagglutination inhibition (HI) and agar gel immunodiffusion (AGID) were performed on sera from ostrich farms in the outbreak region, and intravenous pathogenicity (IVPI) tests, reverse-transcriptase-polymerase-chain reaction (RT-PCR), nucleic acid sequencing and phylogenetic comparisons were performed on the HPAI H5N2 virus isolated during the outbreak. Results: The deduced amino acid sequence at the HA0 cleavage site determined by RT-PCR and nucleotide sequencing was PQREKRRKKRGLF and thus the virus fell within the definition of a highly pathogenic virus, but in an IVPI test in chickens on the virus isolated from the index case and a value of 0.63 was recorded, which is below the criterion for highly pathogenic viruses in this in vivo test. After a further passage in embryonated eggs a second IVPI was carried out and an elevated value of 1.19 was obtained. Cloacal swabs were taken from the initial IVPI birds, inoculated into embryonated chickens eggs and a third IVPI was then performed on the resulting haemagglutinating, infective allantoic fluid. An index of 2.73 was recorded. Conclusions: HI tests appeared to be the more sensitive test compared to AGID when testing for antibodies to avian influenza in sera. An ostrich-derived virus with a virulent HA0 cleavage site was not initially virulent in chickens but after passage in the latter the virulence increased. Phylogenetic analyses demonstrated the link between AI viruses carried by wild ducks and those infecting ostriches. Â© 2009 Blackwell Publishing Ltd.",0
1915,"Complete genome sequence of a velogenic newcastle disease virus isolated in Mexico","In Mexico, the number of cases of the highly virulent Newcastle disease virus is increasing. In 2005, an outbreak of Newcastle disease occurred on an egg laying hen farm in the state of Puebla despite vaccination with the LaSota strain. Farmers experienced a major drop in egg production as a consequence of a field challenge virus. In this study, we characterize the virus, APMV1/chicken/ Mexico/P05/2005, responsible for the outbreak. The virus is categorized as a velogenic virus with an intracranial pathogenicity index of 1.99 and a chicken embryo mean death time of 36 h. The complete genome length of the virus was sequenced as consisting of 15,192 bp. In addition, phylogenetic analysis classified the virus as a member of the class II, genotype V. The highly pathogenic nature of the virus has been linked to the amino acid sequence at the fusion protein cleavage site, which contains multiple basic amino acids (RRQKR;F). Â© Springer Science+Business Media, LLC 2012.",0
1554,"Avian infuenza: Global assessment of potential pandemic of the twenty first century","The emergence of highly pathogenic avian influenza (HPAI) of Asian lineage and the subsequent spillover to other part of the globe and on going spread of Eurasian-Africa H5N1 epidemic into domestic, wild birds and human have generated unprecedented attention in recent times and threat of potential pandemic via the avian-human link. Historically, from 1878 through 1955, fowl plaque was described as a high mortality disease of poultry in many countries throughout Europe, Asia, North and South America and Africa and the etiology was proved to be a filterable virus. In the 1930s through the 1950s, fowl plaque disappeared as an endemic disease in most part of the world. In 1949, the first report of a low virulent disease in chickens caused by LPAI virus was reported. In 1955, the etiological of fowl plaque was determined to be influenza A virus, which subsequently was identified as the H7 subtype. In 1959, a ""fowl plaque-like"" outbreak was described in chickens, which was the first report of fowl plaque caused by a non-H7 AI virus, i.e. first fowl plaque outbreak from H5 subtype of AI virus. In 1961 the first wild birds infection and deaths were reported in common terns of South Africa. In 1966 and 1971, the first H5 and H7 LPAI viruses, respectively were identified; prior to this period, only HPAI viruses had H5 and H7 subtypes. In 1970, the AGID serological test was introduced, which allowed easy and rapid identification of AI virus-infected poultry flocks. In 1972, there was the first isolation of LPAI viruses in asymptomatic wild birds: ducks in the United State and shorebirds in Australia. In 1981, the term ""highly pathogenic avian influenza"" was accepted as standard nomenclature for fowl plaque and related synonyms. In 1983, LPAI virus was observed mutating to HPAI virus during LPAI field outbreak, and specific genomic changes were identified in the proteolytic cleavage site of the hemagglutinin responsible for the virulence change. In the late 1980s and early 1990s, molecular criteria were added to the definition for classifying an AI virus as HPAI. In 2002, there were the first reported infections and deaths in a wide variety of wild bird species from AI virus H5N1 HPAI virus. The primary goal of this review is to highlight the global situation of HPAI and provide baseline information to show the potential pandemic nature of the virus, so that control and prevention strategies can be improved.",0
2078,"Phylogenetic and molecular characterization of coronavirus affecting species of bovine and birds in cuba","Avian infectious bronchitis virus (IBV) and bovine coronavirus (BCoV) are pathogens of veterinary importance that affect birds and bovine in Cuba; however, molecular characteristics and genetic diversity of these viruses are unknown. This study was aimed at determining the molecular characteristics and genetic diversity of both agents, based in the spike S gene. A molecular analysis was carried out from fi eld strains of BCoV collected between 2009 and 2011 and phylogenetic studies were conducted using partial or complete S gene sequences as phylogenetic markers. Besides, studies of phylogenetic inference were carried out in S1 region of recent isolates of IBV. All Cuban bovine coronavirus sequences were located in a single cluster supported by 100 % bootstrap and 1.00 posterior probability values. The Cuban BCoV sequences were also clustered with the USA BCoV strains corresponding to the GenBank accession numbers EF424621 and EF424623, suggesting a common origin for these viruses. This phylogenetic cluster was also the only group of sequences in which no recombination events were detected. Of the 45 amino acid changes found in the Cuban strains, four were unique. On the other hand, two putative genotypes genetically different to the Massachusetts genotype H120 strain used in the Cuban vaccination program were found in the fl ocks assessed. In addition, a potential nephropathogenic IBV isolate was found by fi rst time in Cuba. This research won the 2012 Award of the Cuban National Academy of Sciences. Â© BiotecnologÃ­a Aplicada 2013.",0
2816,"Viromic Analysis of Wastewater Input to a River Catchment Reveals a Diverse Assemblage of RNA Viruses","Detection of viruses in the environment is heavily dependent on PCR-based approaches that require reference sequences for primer design. While this strategy can accurately detect known viruses, it will not find novel genotypes or emerging and invasive viral species. In this study, we investigated the use of viromics, i.e., high-throughput sequencing of the biosphere's viral fraction, to detect human-/animal-pathogenic RNA viruses in the Conwy river catchment area in Wales, United Kingdom. Using a combination of filtering and nuclease treatment, we extracted the viral fraction from wastewater and estuarine river water and sediment, followed by high-throughput RNA sequencing (RNA-Seq) analysis on the Illumina HiSeq platform, for the discovery of RNA virus genomes. We found a higher richness of RNA viruses in wastewater samples than in river water and sediment, and we assembled a complete norovirus genotype GI.2 genome from wastewater effluent, which was not contemporaneously detected by conventional reverse transcription-quantitative PCR (qRT-PCR). The simultaneous presence of diverse rotavirus signatures in wastewater indicated the potential for zoonotic infections in the area and suggested runoff from pig farms as a possible origin of these viruses. Our results show that viromics can be an important tool in the discovery of pathogenic viruses in the environment and can be used to inform and optimize reference-based detection methods provided appropriate and rigorous controls are included. <b>IMPORTANCE</b> Enteric viruses cause gastrointestinal illness and are commonly transmitted through the fecal-oral route. When wastewater is released into river systems, these viruses can contaminate the environment. Our results show that we can use viromics to find the range of potentially pathogenic viruses that are present in the environment and identify prevalent genotypes. The ultimate goal is to trace the fate of these pathogenic viruses from origin to the point where they are a threat to human health, informing reference-based detection methods and water quality management.",0
1390,"Prevalence of porcine parvoviruses in some South African swine herds with background of porcine circovirus type 2 infection","The classical porcine parvovirus is an important pathogen of reproductive disorders in pigs with a confirmed history of global distribution. The detection of many novel porcine parvoviruses has however been on the increase for the past few years, but there is a dearth of information on the occurrence and prevalence of these viruses in South Africa. Molecular detection of some known parvoviruses, namely porcine parvoviruses (PPVs) - 1, 2, 3 and 4, porcine bocavirus-like virus (PBo-likeV) and porcine bocaviruses (PBoV1/2), was carried out from 110 randomly selected archived swine samples collected in the year 2015 and 2016. Samples were drawn from previously screened and confirmed porcine circovirus type 2 (PCV2) infected farms, with farm-level occurrence ranged from 5.6 to 60%. The findings showed that all the screened parvoviruses were present as follows: PPV1 (29.1%), PPV2 (21.8%), PPV3 (5.5%), PPV4 (43.6%), PBo-likeV (21.8%) and PBoV1/2 (44.6%). The frequency of double infections of the viruses was as high as 18.2% of PPV2/PPV4 and PPV4/PBoVs; while 17.3% and 7.3% of the screened samples showed multiple infections of the three and four viruses respectively. Further phylogenetic analyses of partial PPV1, 2 and PBoV1/2 sequences showed two major clades for each of the viruses. This study reports the first epidemiological survey and molecular characterisation of the classical and emerging porcine parvoviruses in South African swine herds. It also gives insights into the diversity and distribution of these viral pathogens within the herds of the study area and confirms their co-infection potentials with PCV2.",0
2584,"Biological characterization and next-generation genome sequencing of the unclassified cotia virus SPAn232 (Poxviridae)","Cotia virus (COTV) SPAn232 was isolated in 1961 from sentinel mice at Cotia field station, SÃ£o Paulo, Brazil. Attempts to classify COTV within a recognized genus of the Poxviridae have generated contradictory findings. Studies by different researchers suggested some similarity to myxoma virus and swinepox virus, whereas another investigation characterized COTV SPAn232 as a vaccinia virus strain. Because of the lack of consensus, we have conducted an independent biological and molecular characterization of COTV. Virus growth curves reached maximum yields at approximately 24 to 48 h and were accompanied by virus DNA replication and a characteristic early/late pattern of viral protein synthesis. Interestingly, COTV did not induce detectable cytopathic effects in BSC-40 cells until 4 days postinfection and generated viral plaques only after 8 days. We determined the complete genomic sequence of COTV by using a combination of the next-generation DNA sequencing technologies 454 and Illumina. A unique contiguous sequence of 185,139 bp containing 185 genes, including the 90 genes conserved in all chordopoxviruses, was obtained. COTV has an interesting panel of open reading frames (ORFs) related to the evasion of host defense, including two novel genes encoding C-C chemokine-like proteins, each present in duplicate copies. Phylogenetic analysis revealed the highest amino acid identity scores with Cervidpoxvirus, Capripoxvirus, Suipoxvirus, Leporipoxvirus, and Yatapoxvirus. However, COTV grouped as an independent branch within this clade, which clearly excluded its classification as an Orthopoxvirus. Therefore, our data suggest that COTV could represent a new poxvirus genus. Â© 2012, American Society for Microbiology.",0
1768,"Lumpy skin disease outbreaks in Greece during 2015â16, implementation of emergency immunization and genetic differentiation between field isolates and vaccine virus strains","The objective of this study is to present epizootiological data from the lumpy skin disease (LSD) outbreaks in Greece during 2015â16, following the implementation of emergency vaccination and total stamping-out, along with laboratory data regarding the genetic differentiation between field isolates and live attenuated vaccine virus strains. Descriptive geographical chronology analysis was conducted to present the progressive shift of the outbreaks westwards, and at the same time, the absence of further outbreaks in previously affected regional units where high vaccination coverage was achieved. Isolation and molecular characterization of LSDV from the first recorded case in Greece (Evros/GR/15 isolate) was performed. The two live attenuated LSD vaccine viruses, currently used for emergency immunization in Greece, were sequenced and compared to the Evros/GR/15 isolate, in 3 genomic regions (GPCR gene, RPO30 gene, and partial LSDV126/LSDV127 genes). Sequence comparisons revealed prominent differences between the Evros/GR/15 isolate and the vaccine strains. Phylogenetic analysis resulted in the classification of the Evros/GR/15 isolate in the same clade with all field LSDV isolates, whereas vaccine strains were grouped in a distinct cluster within the LSDV clade. Additional samples from animals presenting skin nodules (NÂ =Â 13) were characterized by sequencing in the 3 aforementioned genomic regions. Among them, in 5 animals that were vaccinated, the attenuated vaccine virus was identified. A PCR-RFLP method targeting the LSDV127 gene was developed and proved to be able to discriminate between the characterized field and vaccine strains. The findings of the present study substantiate the importance of timely and intensive vaccinations for the control of LSDV epizootic and the genetic differences between the Evros/GR/15 isolate and the vaccine strains. This provides the basis for the development of PCR-based DIVA assays, which would be of major importance for effective disease surveillance and stamping-out during LSD vaccination campaigns.",0
2886,"Spread of the newly emerging infectious laryngotracheitis viruses in Australia","Infectious laryngotracheitis (ILT) is a significant viral disease of chickens in many countries around the globe. In this report the status of ILT in Australia has been used as a model to evaluate the evolution of the ILT viruses (ILTVs). Due to its geographical isolation, Australia harbored a distinct lineage of ILT viruses (ILTV) up to 2007. However examination of the ILT viruses (ILTV) involved in outbreaks between 2007 and 2009 has revealed that many of the outbreaks were caused by two new viral genotypes, class 8 and class 9. These two recombinant viruses were found to emerge as a result of recombination between previously existing live vaccine strains (SA2 and A20), and another live vaccine strain (Serva) introduced into the country in 2007. The new recombinant ILTVs were also shown to possess significantly higher virulence and replication capacity compared with a previously predominant ILTV, class 2. In the current study, examination of a large number of ILTVs isolated from outbreaks between 2009 and 2015 revealed the emergence of yet another recombinant virus (class 10) that appears to have become a predominant genotype in New South Wales. In Victoria however, the recombinant class 9 gradually became the predominant virus, replacing class 2. Therefore, there was an unusual pattern in geographical spread of the newly emerged viruses in different states of the country. These results suggest that ILTV is fast evolving towards a greater transmissibility and therefore greater capacity to spread into ILTV-free areas.",0
1944,"Detection and phylogenetic analysis of Orf virus in Kashmir Himalayas","Orf virus (ORFV) is a zoonotic pathogen that primarily infects sheep and goats, and is responsible for significant economic losses. ORFV is endemic in all the major sheep and goat rearing areas of the world including Indian subcontinent. However, the nature of ORFV circulating among sheep and goat in Kashmir Himalayas has not yet been characterized. In the present study, we describe natural outbreaks of ORFV in sheep and goats of Kashmir Himalayas. We detected the presence of ORFV in the scab lesion by PCR amplification of the major envelope protein (B2L) gene. We sequenced the virus interferon resistance (VIR) gene and determined their phylogenetic relationship with that of the published reference sequences. Phylogenetic analysis based on VIR gene revealed that the ORFV isolates from Kashmir Himalayas separated into main two clusters. The sheep isolates showed genetic homology with the sheep strains reported from Greece and Italy, whereas the goat-specific strain show homology with the goat strains reported from China. This study demonstrates the presence of ORFV infection in sheep and goats, and report first phylogenetic analysis of the ORFV strains prevalent in the Kashmir Himalayas.",0
