"id","title","abstract","included"
1428,"Long-term outcome in Serbian patients with Wilson disease","BACKGROUND AND PURPOSE: To investigate survival rates, prognostic factors, and causes of death in Wilson disease (WD). METHODS: In the years 1980-2007, a cohort of 142 patients with WD was prospectively registered (54 presented with neurologic symptoms, 49 with hepatic symptoms, 33 had mixed form, and data were missing for six patients). The duration of follow-up for patients alive was 11.1 +/- 8.8 years. RESULTS: After initiation of treatment (d-penicillamine and zinc salts), 79% of patients had a stable or improved course of disease. Despite early diagnosis and appropriate therapy, 15 patients still had a relentlessly progressive course. Thirty patients died. The cumulative probability of survival in a 15-year period for the whole group was 76.7 +/- 4.9%. Better prognosis of WD was associated with male sex, younger age at onset, neurologic form of the disease, and treatment continuity. Causes of death were predominantly related to hepatic failure (16 patients), but also suicide (four patients) and cancer (three patients). CONCLUSION: Despite the relatively early diagnosis and treatment of our patients with WD, mortality was still considerably high.",1
1504,"Clinical presentation, diagnosis and long-term outcome of Wilson's disease: a cohort study","BACKGROUND: Wilson's disease is a rare inborn disease related to copper storage, leading to liver cirrhosis and neuropsychological deterioration. Clinical data on larger cohorts are limited owing to low disease frequency. OBJECTIVE AND METHODS: We performed a retrospective analysis of 163 patients with Wilson's disease, examined at the University of Heidelberg, Heidelberg, Germany, to determine clinical presentation, diagnostic course and long-term outcome. RESULTS: Diagnostic criteria for non-caeruloplasmin-bound serum copper, serum caeruloplasmin, 24-h urinary copper excretion, liver copper content, presence of Kayser-Fleischer rings and histological signs of chronic liver damage were reached in 86.6%, 88.2%, 87.1%, 92.7%, 66.3% and 73% of patients, respectively. By analysis of the coding region of ATP7B (except exons 2, 3 and 21), disease-causing mutations were detected in 57% and 29% of patients with Wilson's disease on both chromosomes and on one chromosome, respectively. No mutations were detected in 15% of patients with Wilson's disease. No significant differences were found in clinical parameters or initial presentation between patients grouped according to their mutations. The patients with neurological symptoms were significantly older at the onset of symptoms than patients with hepatitic symptoms (20.2 v 15.5 years of age, p<0.05), and the neurological symptoms were associated with a significantly longer time from onset to diagnosis than hepatic symptoms (44.4 v 14.4 months, p<0.05). After initiating treatment, 76.1% of the patients had a stable or improved course of the disease. Disease progression under treatment was more likely for neuropsychiatric than for hepatic symptoms. Side effects of treatment occurred in 74.4% of patients. CONCLUSIONS: Patients with Wilson's disease having predominantly neuropsychiatric symptoms manifest symptoms later, have a longer time delay from onset of symptoms until definitive diagnosis and have a poorer outcome than patients with hepatic symptoms.",1
1509,"Diagnosis and management of Wilson's disease: results of a single center experience","AIMS: To report on the diagnostic features, management, and clinical outcome after different treatments of Wilson's disease patients followed over a mean period of 15 years. PATIENTS: Thirty-five patients with Wilson's disease referred to the University of Padova's Department of Gastroenterology for diagnosis or treatment were observed for a mean 15 years. The diagnosis was based on clinical symptoms, laboratory tests (ceruloplasmin, urinary, and hepatic copper concentrations), and uptake of the radiostable isotope Cu into the plasma protein pool. Hepatic Cu content was measured by regular follow-up biopsies. Neurologic outcome after therapy was assessed using a newly developed scoring system. RESULTS: Twenty-three (65.7%) patients presented with liver disease; 12 (34.3%) had mixed neurologic and hepatic involvement. All patients had been initially treated with either penicillamine (23) or zinc sulfate (12). The neurologic symptoms became worse or remained stationary in 75% of those treated with penicillamine, whereas zinc treatment improved these symptoms in 90% of treated cases. Both treatments were effective in improving the hepatic symptoms. No differences in hepatic Cu content emerged between follow-up biopsies in either treatment group. Six patients (26%) had to abandon the penicillamine treatment due to side effects. In all, 4 patients underwent liver transplantation, which was successful in 3, with a mean survival after transplantation of 4.6 years; the fourth, who had a severe neurologic impairment, died of central pontine myelinolysis. CONCLUSIONS: Penicillamine and zinc can effectively treat Wilson's disease, though the side effects of penicillamine may be severe enough to prompt its suspension. Liver transplantation remains the treatment of choice for end-stage liver disease.",1
1571,"Recent clinical features of Wilson's disease with hepatic presentation","BACKGROUND: We carried out this study to evaluate recent clinical features of Wilson's disease (WD) with hepatic presentation, especially in terms of age, degree of liver injury, and association with hepatocellular carcinoma (HCC). METHODS: Sixteen patients with hepatic manifestations were diagnosed with WD in the period 1976-2003. We divided this period into two periods, ""past"" and ""recent"". The diagnosis was based on the presence of Kayser-Fleisher rings, low serum copper levels, low serum ceruloplasmin levels, increased urinary copper concentrations before or after D-penicillamine challenge, and increased hepatic copper concentrations. This retrospective study was done at Ehime University Hospital. RESULTS: Four patients, including a pair of siblings, had a family history of WD. Four patients had parental consanguinity. There were 6 patients aged over 40 years in the recent period, whereas no patients in the past period were over 40. Four patients had neurological manifestations. Ten patients had liver cirrhosis and 5 had chronic hepatitis. Two had fatty liver without obesity. All patients in the past period had liver cirrhosis. Three patients with liver cirrhosis were found to have HCC during the follow up. All patients were treated with either D-penicillamine or trientine chloride, or both. However, four patients had to discontinue these agents due to the side effects. CONCLUSIONS: Recently, the number of patients diagnosed with WD has been increasing, not only in terms of those with classical-type WD but also in terms of elderly patients or patients with non-cirrhotic liver injury such as fatty liver and chronic hepatitis. The various clinical features of WD should be recognized and particular attention should focus on HCC as a complication.",1
1688,"Wilson's disease with severe hepatic insufficiency: beneficial effects of early administration of D-penicillamine","BACKGROUND: Wilson's disease, heralded by severe hepatic insufficiency, is a rare disorder for which emergency liver transplantation is considered to be the only effective therapy. AIMS: To report the features of Wilson's disease with severe hepatic insufficiency in a series of 17 patients and, during the second period of the study, to assess the efficacy of a policy consisting of early administration of D-penicillamine. PATIENTS: Seventeen consecutive patients with Wilson's disease were studied. During the first period of the study (up to 1979), none of the patients received D-penicillamine. During the second period (after 1979), all patients without encephalopathy at admission received D-penicillamine. RESULTS: The four patients observed during the first period who did not have encephalopathy at admission and did not receive D-penicillamine progressed to encephalopathy and died. Among the 13 consecutive patients observed during the second period, two patients with encephalopathy at admission did not receive D-penicillamine and were transplanted. The 11 remaining patients all received D-penicillamine. Ten of these patients survived without the need for transplantation and returned to compensated liver disease without liver insufficiency. In one patient, liver insufficiency progressed and transplantation had to be performed. CONCLUSIONS: In most patients with Wilson's disease heralded by severe hepatic insufficiency and without encephalopathy at admission, early administration of D-penicillamine was associated with survival without transplantation. These results suggest the importance of early diagnosis of this form of Wilson's disease before the onset of encephalopathy, and favour early administration of D-penicillamine which could avoid the need for transplantation in most cases.",1
3261,"Efficacy and safety of oral chelators in treatment of patients with wilson disease","BACKGROUND & AIMS: Wilson disease is a genetic copper storage disorder that causes hepatic and neurologic symptoms. Chelating agents (D-penicillamine, trientine) are used as first-line therapies for symptomatic patients, but there are few data from large cohorts. We assessed the safety of D-penicillamine and trientine therapy and outcomes of patients with Wilson disease. METHODS: We performed a retrospective analysis of data on 380 patients with Wilson disease from tertiary care centers in Germany and Austria, and 25 additional patients from the EUROWILSON registry. Chelator-based treatment regimens were analyzed for their effect on neurologic and hepatic symptoms and for adverse events that led to discontinuation of therapy (Kaplan-Meier estimation; data were collected for a mean of 13.3 y after therapy began). RESULTS: Changes in medication were common, resulting in analysis of 471 chelator monotherapies (326 patients receiving D-penicillamine and 141 receiving trientine). Nine of 326 patients treated with D-penicillamine and 3 of 141 patients given trientine underwent liver transplantation. Adverse events leading to discontinuation of treatment were more frequent among those receiving D-penicillamine than trientine (P = .039). Forty-eight months after therapy, hepatic deterioration was reported in only 4 of 333 patients treated initially with a chelating agent. Hepatic improvements were observed in more than 90%, and neurologic improvements were observed in more than 55%, of therapy-naive patients, and values did not differ significantly between treatments. However, neurologic deterioration was observed less frequently in patients given D-penicillamine first (6 of 295) than those given trientine first (4 of 38; P = .018). CONCLUSIONS: Chelating agents are effective therapies for most patients with Wilson disease; D-penicillamine and trientine produce comparable outcomes, although D-penicillamine had a higher rate of adverse events. Few patients receiving chelation therapy had neurologic deterioration, which occurred more frequently in patients who received trientine. © 2013 AGA Institute.",1
3478,"Zinc monotherapy is not as effective as chelating agents in treatment of Wilson disease","Background & Aims: Wilson disease is a genetic disorder that affects copper storage, leading to liver failure and neurologic deterioration. Patients are treated with copper chelators and zinc salts, but it is not clear what approach is optimal because there have been few studies of large cohorts. We assessed long-term outcomes of different treatments. Methods: Patients in tertiary care centers were retrospectively analyzed (n = 288; median follow-up time, 17.1 years) for adherence to therapy, survival, treatment failure, and adverse events from different treatment regimens (chelators, zinc, or a combination). Hepatic treatment failure was defined as an increase in activity of liver enzymes (aspartate aminotransferase, alanine aminotransferase, and gamma-glutamyltransferase) >2-fold the upper limit of normal or >100% of baseline with an increase in urinary copper excretion. Results: The median age at onset of Wilson disease was 17.5 years. Hepatic and neuropsychiatric symptoms occurred in 196 (68.1%) and 99 (34.4%) patients, respectively. Hepatic treatment failure occurred more often from zinc therapy (14/88 treatments) than from chelator therapy (4/313 treatments; P < .001). Actuarial survival, without transplantation, showed an advantage for chelating agents (P < .001 vs zinc). Changes in treatment resulted mostly from adverse events, but the frequency did not differ between groups. Patients who did not respond to zinc therapy showed hepatic improvement after reintroduction of a chelating agent. Conclusions: Treatments with chelating agents or zinc salt are effective in most patients with Wilson disease; chelating agents are better at preventing hepatic deterioration. It is important to identify patients who do not respond to zinc therapy and have increased activities of liver enzymes, indicating that a chelating agent should be added to the therapeutic regimen. © 2011 AGA Institute.",1
3859,"Tetrathiomolybdate versus trientine in the initial treatment of neurologic Wilson's disease","Background: The initial treatment of the neurologic presentation of Wilson's disease is problematic. Penicillamine, used for years on most patients, causes neurologic worsening in up to half of such patients, and half of those who worsen never recover. Zinc, ideal for maintenance therapy, is too slow for these acutely ill patients. We have developed tetrathiomolybdate (TM) for this type of patient, and it has worked well in open label studies. Trientine, another anticopper drug on the market approved for penicillamine intolerant patients, had not been tried in this type of patient. Here, we report on a double blind trial of TM versus trientine in the neurologically presenting Wilson's disease patient. Design and Methods: The study was a double blind design in which patients received either TM plus zinc, or trientine plus zinc, for 8 weeks* Patients were accepted if they presented with neurologic symptoms from Wilson's disease, if they had not been treated longer than 4 weeks with penicillamine or trientine. Patients were followed in the hospital for the 8 weeks of treatment with weekly semiquantitative neurologic and speech examinations, to evaluate possible neurologic worsening. They also had blood and urine studies done weekly. At discharge from hospital they were continued on zinc maintenance therapy, and returned at yearly intervals for 3 years for further evaluation. Results: Twenty-three patients were entered into the trientine arm and 6 reached criteria for neurologic deterioration, while 25 patients were entered into the TM arm and only 1 deteriorated (p < 0.05). One patient on trientine had an adverse event while 7 on TM had adverse events. All adverse events were mild. Four patients in the trientine arm died during follow-up, 3 having shown initial neurologic deterioration, 2 patients in the TM arm died. In those patients who did not deteriorate or die, neurologic and speech recovery over 3 years was good. Interpretation: TM is a superior choice to trientine for the initial therapy of neurologic Wilson's disease. © 2008 Cambridge University Press.",1
4016,"Treatment of Wilson disease with ammonium tetrathiomolybdate - IV. Comparison of tetrathiomolybdate and trientine in a double-blind study of treatment of the neurologic presentation of Wilson disease","Objective: To compare tetrathiomolybdate and trientine in treating patients with the neurologic presentation of Wilson disease for the frequency of neurologic worsening, adverse effects, and degree of neurologic recovery. Design: A randomized, double-blind, controlled, 2-arm study of 48 patients with the neurologic presentation of Wilson disease. Patients either received 500 mg of trientine hydrochloride 2 times per day or 20 mg of tetrathiomolybdate 3 times per day with meals and 20 mg 3 times per day between meals for 8 weeks. All patients received 50 mg of zinc 2 times per day. Patients were hospitalized for 8 weeks, with neurologic and speech function assessed weekly; discharged taking 50 mg of zinc 3 times per day, and returned annually for follow-up. Setting: A university hospital referral setting. Patients: Primarily newly diagnosed patients with Wilson disease presenting with neurologic symptoms who had not been treated longer than 4 weeks with an anticopper drug. Intervention: Treatment with either trientine plus zinc or tetrathiomolybdate plus zinc. Main Outcome Measures: Neurologic function was assessed by semiquantitative neurologic and speech examinations. Drug adverse events were evaluated by blood cell counts and biochemical measures. Results: Six of 23 patients in the trientine arm and 1 of 25 patients in the tetrathiomolybdate arm underwent neurologic deterioration (P<.05). Three patients receiving tetrathiomolybdate had adverse effects of anemia and/or leukopenia, and 4 had further transaminase elevations. One patient receiving trientine had an adverse effect of anemia. Four patients receiving trientine died during follow-up, 3 having shown initial neurologic deterioration. Neurologic and speech recovery during a 3-year follow-up period were quite good. Conclusion: Tetrathiomolybdate is a better choice than trientine for preserving neurologic function in patients who present with neurologic disease. ©2006 American Medical Association. All rights reserved.",1
4133,"Serum transaminases in children with Wilson's disease","OBJECTIVES: The response of serum transaminase levels to penicillamine and zinc treatment in Wilson's disease is poorly understood. The aim of this multicenter retrospective study was to evaluate transaminase levels after penicillamine and zinc treatment in children with Wilson's disease. PATIENTS AND METHODS: One hundred and nine patients with Wilson's disease (median age at diagnosis, 7.2 years; range, 1 to 18 years), treated for at least 12 months and observed in the last 20 years at 11 Paediatric Departments were studied. Clinical, laboratory and histologic features at diagnosis and initial treatment were recorded. Efficacy parameters were normalization of serum transaminase level and improved clinical and/or laboratory signs. One hundred and two patients had clinical or laboratory signs of liver disease. RESULTS: Fifty-six of 87 patients (64%) given penicillamine normalized serum alanine aminotransferase (ALT) levels within a median of 17 months (range, 2 to 96 months). Of the 29 patients with persistent hyper-ALT, 17 (59%) switched to zinc; only four of these normalized ALT on zinc within a median period of 38 months (range, 7 to 48 months). Eleven (50%) of the 22 patients given zinc alone normalized ALT within a median period of 6 months (range, 1 to 36 months). Of the 11 patients with persistent hyper-ALT, five switched to penicillamine. Three of the five normalized ALT within a median period of 6 months (range, 6 to 9 months). Overall, in penicillamine-treated and zinc-treated patients with persistent hypertransaminasemia, ALT decreased from a basal median of 236 IU/L (range, 54 to 640 IU/L) to a median of 78 (range, 46 to 960 IU/L) at the end of follow-up (P = 0.0245). Poor compliance was suspected in only 10% of cases. No predictive factor of persistent hypertransaminasemia was identified. Liver disease did not worsen in any patient during the study. CONCLUSIONS: Although the efficacy of penicillamine and zinc is well documented, it is notable that a subset of children with Wilson's disease-related liver disease (36%) had hypertransaminasemia despite appropriate treatment with penicillamine or zinc.",1
5780,"Comparison of long lasting therapeutic effects between succimer and penicillamine on hepatolenticular degeneration","AIM:To compare the long-term effect of succimer (Suc) with that of penicillamine (Pen) in treating hepatolenticular degeneration (HLD).METHODS:One hundred and twenty patients with HLD were divided into 2 groups. Group A (n =60) received Suc 750mg,po.bid.Group B (n =60) received Pen 250mg, po. qid. The period of maintenance treatment varied from 6 months to 3 years, averaging 1.5 years. Symptoms and therapeutic effects were evaluated by modified Goldstein scale.RESULTS:The total effectiveness of group A in two different periods of treatment were 80% and 85% respectively, higher than those of group B (58% and 59% respectively)(P < 0.05). Suc also had obvious curative effects for the patients who failed in the use of Pen. There were fewer side effect in group A than in group B (P < 0.05). Suc and Pen could increase urinary copper excretion effectively and continually.CONCLUSION:Suc is more effective and safer than Pen. Clinically, it can replace Pen as first-choice drug for long-term maintenance therapy of HLD.",1
